,URL,ID,Name,Company code,Marketcap,Share price,Earnings,Revenue,Shares,Employees,Category,Hash
1444,https://companiesmarketcap.com/safety-insurance/marketcap/,1096.0,Safety Insurance,SAFT,$1.26 B,$85.76,$68.13 M,$0.78 B,,552.0,ElectricVehicles,7306870937902693610
1445,https://companiesmarketcap.com/maravai-lifesciences/marketcap/,1097.0,Maravai LifeSciences,MRVI,$3.52 B,$13.83,$0.59 B,$0.90 B,,550.0,Pharmaceuticals,5380718181721596073
1446,https://companiesmarketcap.com/maravai-lifesciences/marketcap/,1097.0,Maravai LifeSciences,MRVI,$3.52 B,$13.83,$0.59 B,$0.90 B,,550.0,Biotech,-6437318974046106094
1447,https://companiesmarketcap.com/lsb-industries/marketcap/,1099.0,LSB Industries,LXU,$1.05 B,$12.90,$0.28 B,$0.85 B,,545.0,Cannabis,2344263859226718052
1448,https://companiesmarketcap.com/acadia-pharmaceuticals/marketcap/,1104.0,ACADIA Pharmaceuticals,ACAD,$2.97 B,$18.40,-$0.22 B,$0.51 B,,540.0,Electronics,-4280093456798597290
1449,https://companiesmarketcap.com/acadia-pharmaceuticals/marketcap/,1104.0,ACADIA Pharmaceuticals,ACAD,$2.97 B,$18.40,-$0.22 B,$0.51 B,,540.0,Manufacturing,2771886960464485094
1450,https://companiesmarketcap.com/investors-title-company/marketcap/,1106.0,Investors Title Company,ITIC,$0.30 B,$159.76,$44.72 M,$0.30 B,,539.0,Medicaldevices,-2500090628927350323
1451,https://companiesmarketcap.com/pdc-energy/marketcap/,1110.0,PDC Energy,PDCE,$6.13 B,$66.61,$2.35 B,$4.16 B,94.950.000,535.0,Healthcare,1473658128705581606
1452,https://companiesmarketcap.com/pdc-energy/marketcap/,1110.0,PDC Energy,PDCE,$6.13 B,$66.61,$2.35 B,$4.16 B,94.950.000,535.0,StaffingEmploymentServices,-7635784744819376551
1453,https://companiesmarketcap.com/pdc-energy/marketcap/,1110.0,PDC Energy,PDCE,$6.13 B,$66.61,$2.35 B,$4.16 B,94.950.000,535.0,Professionalservices,8712968451453521438
1454,https://companiesmarketcap.com/howard-hughes/marketcap/,1112.0,Howard Hughes Corporation,HHC,$4.10 B,$82.07,$0.42 B,$1.93 B,,530.0,Construction,6530315917355802760
1455,https://companiesmarketcap.com/howard-hughes/marketcap/,1112.0,Howard Hughes Corporation,HHC,$4.10 B,$82.07,$0.42 B,$1.93 B,,530.0,Infrastructure,7432902716785306754
1456,https://companiesmarketcap.com/hamilton-lane/marketcap/,1113.0,Hamilton Lane,HLNE,$3.94 B,$73.36,$0.29 B,$0.48 B,,530.0,Manufacturing,2771886960464485094
1457,https://companiesmarketcap.com/hamilton-lane/marketcap/,1113.0,Hamilton Lane,HLNE,$3.94 B,$73.36,$0.29 B,$0.48 B,,530.0,Conglomerate,7862095367587665244
1458,https://companiesmarketcap.com/fubotv/marketcap/,1114.0,fuboTV,FUBO,$0.42 B,$2.19,-$0.51 B,$0.91 B,,530.0,Medicaldevices,-2500090628927350323
1459,https://companiesmarketcap.com/tessco-technologies/marketcap/,1116.0,TESSCO Technologies,TESS,$46.76 M,$5.08,-$0.26 M,$0.43 B,,530.0,Investment,-3683647381629899485
1460,https://companiesmarketcap.com/range-resources/marketcap/,1117.0,Range Resources,RRC,$6.08 B,$25.18,$1.32 B,$5.41 B,239.768.000,527.0,Tech,5392941245537608590
1461,https://companiesmarketcap.com/range-resources/marketcap/,1117.0,Range Resources,RRC,$6.08 B,$25.18,$1.32 B,$5.41 B,239.768.000,527.0,ITservices,6845817224175256592
1462,https://companiesmarketcap.com/range-resources/marketcap/,1117.0,Range Resources,RRC,$6.08 B,$25.18,$1.32 B,$5.41 B,239.768.000,527.0,Professionalservices,8712968451453521438
1463,https://companiesmarketcap.com/adma-biologics/marketcap/,1118.0,ADMA Biologics,ADMA,$0.75 B,$3.40,-$53.47 M,$0.13 B,,527.0,Education,-2647921079241484351
1464,https://companiesmarketcap.com/republic-first-bancorp/marketcap/,1119.0,Republic First Bancorp,FRBK,$0.15 B,$2.45,$30.61 M,$0.16 B,,525.0,StockCryptoexchanges,-2482936595776465086
1465,https://companiesmarketcap.com/republic-first-bancorp/marketcap/,1119.0,Republic First Bancorp,FRBK,$0.15 B,$2.45,$30.61 M,$0.16 B,,525.0,Tech,5392941245537608590
1466,https://companiesmarketcap.com/republic-first-bancorp/marketcap/,1119.0,Republic First Bancorp,FRBK,$0.15 B,$2.45,$30.61 M,$0.16 B,,525.0,Internet,-848597773130649638
1467,https://companiesmarketcap.com/republic-first-bancorp/marketcap/,1119.0,Republic First Bancorp,FRBK,$0.15 B,$2.45,$30.61 M,$0.16 B,,525.0,Financialservices,3247786743286756867
1468,https://companiesmarketcap.com/republic-first-bancorp/marketcap/,1119.0,Republic First Bancorp,FRBK,$0.15 B,$2.45,$30.61 M,$0.16 B,,525.0,Bitcoin,1757249085431543515
1469,https://companiesmarketcap.com/grosvenor-capital-management/marketcap/,1120.0,Grosvenor Capital Management,GCMG,$1.53 B,$8.20,$0.18 B,$0.53 B,,524.0,Internet,-848597773130649638
1470,https://companiesmarketcap.com/antero-resources/marketcap/,1123.0,Antero Resources,AR,$8.92 B,$29.74,$2.90 B,$8.39 B,305.343.000,519.0,Pharmaceuticals,5380718181721596073
1471,https://companiesmarketcap.com/antero-resources/marketcap/,1123.0,Antero Resources,AR,$8.92 B,$29.74,$2.90 B,$8.39 B,305.343.000,519.0,mRNAtherapeutics,-701434972725651811
1472,https://companiesmarketcap.com/antero-resources/marketcap/,1123.0,Antero Resources,AR,$8.92 B,$29.74,$2.90 B,$8.39 B,305.343.000,519.0,Biotech,-6437318974046106094
1473,https://companiesmarketcap.com/antero-midstream/marketcap/,1124.0,Antero Midstream,AM,$5.44 B,$11.39,$0.43 B,$0.96 B,,519.0,Software,6273975210915946900
1474,https://companiesmarketcap.com/antero-midstream/marketcap/,1124.0,Antero Midstream,AM,$5.44 B,$11.39,$0.43 B,$0.96 B,,519.0,Tech,5392941245537608590
1475,https://companiesmarketcap.com/bluebird-bio/marketcap/,1125.0,bluebird bio,BLUE,$0.65 B,$7.89,-$0.2 B,-$35.75 M,,518.0,Financialservices,3247786743286756867
1476,https://companiesmarketcap.com/axonics-modulation-tech/marketcap/,1127.0,Axonics Modulation Tech,AXNX,$3.21 B,$64.88,-$80.12 M,$0.24 B,,517.0,Telecommunication,-3862064693147789081
1477,https://companiesmarketcap.com/hci-group/marketcap/,1128.0,HCI Group,HCI,$0.37 B,$43.19,-$68.63 M,$0.49 B,,513.0,Software,6273975210915946900
1478,https://companiesmarketcap.com/hci-group/marketcap/,1128.0,HCI Group,HCI,$0.37 B,$43.19,-$68.63 M,$0.49 B,,513.0,Tech,5392941245537608590
1479,https://companiesmarketcap.com/intra-cellular-therapies/marketcap/,1130.0,Intra-Cellular Therapies,ITCI,$4.54 B,$48.03,-$0.3 B,$0.18 B,,512.0,Food,4721068128442604370
1480,https://companiesmarketcap.com/arrow-financial/marketcap/,1131.0,Arrow Financial,AROW,$0.55 B,$33.73,$60.74 M,$0.14 B,,512.0,Electronics,-4280093456798597290
1481,https://companiesmarketcap.com/southern-missouri-bancorp/marketcap/,1132.0,Southern Missouri Bancorp,SMBC,$0.44 B,$47.97,$55.71 M,$0.12 B,,511.0,Internet,-848597773130649638
1482,https://companiesmarketcap.com/southern-missouri-bancorp/marketcap/,1132.0,Southern Missouri Bancorp,SMBC,$0.44 B,$47.97,$55.71 M,$0.12 B,,511.0,ECommerce,5458971525214020641
1483,https://companiesmarketcap.com/southern-missouri-bancorp/marketcap/,1132.0,Southern Missouri Bancorp,SMBC,$0.44 B,$47.97,$55.71 M,$0.12 B,,511.0,Tech,5392941245537608590
1484,https://companiesmarketcap.com/vapotherm/marketcap/,1135.0,Vapotherm,VAPO,$52.07 M,$1.95,-$0.11 B,$70.38 M,,510.0,Telecommunication,-3862064693147789081
1485,https://companiesmarketcap.com/eagle-bancorp/marketcap/,1138.0,Eagle Bancorp,EGBN,$1.44 B,$45.33,$0.19 B,$0.35 B,,507.0,OilGas,7683904390150838630
1486,https://companiesmarketcap.com/eagle-bancorp/marketcap/,1138.0,Eagle Bancorp,EGBN,$1.44 B,$45.33,$0.19 B,$0.35 B,,507.0,OilGasEquipmentServices,-5823085833726200737
1487,https://companiesmarketcap.com/eagle-bancorp/marketcap/,1138.0,Eagle Bancorp,EGBN,$1.44 B,$45.33,$0.19 B,$0.35 B,,507.0,Energy,-2882595272621617431
1488,https://companiesmarketcap.com/playstudios/marketcap/,1140.0,Playstudios,MYPS,$0.55 B,$4.24,-$17.09 M,$0.28 B,,504.0,Engineering,-4107645347768548595
1489,https://companiesmarketcap.com/playstudios/marketcap/,1140.0,Playstudios,MYPS,$0.55 B,$4.24,-$17.09 M,$0.28 B,,504.0,Professionalservices,8712968451453521438
1490,https://companiesmarketcap.com/inseego/marketcap/,1142.0,Inseego,INSG,$0.12 B,$1.14,-$56.59 M,$0.26 B,,500.0,Footwear,-6317385944413730398
1491,https://companiesmarketcap.com/nacco-industries/marketcap/,1143.0,NACCO Industries,NC,$0.27 B,$37.94,$82.81 M,$0.22 B,,500.0,Software,6273975210915946900
1492,https://companiesmarketcap.com/nacco-industries/marketcap/,1143.0,NACCO Industries,NC,$0.27 B,$37.94,$82.81 M,$0.22 B,,500.0,Tech,5392941245537608590
1493,https://companiesmarketcap.com/duolingo/marketcap/,1144.0,Duolingo,DUOL,$3.18 B,$79.36,-$62.84 M,$0.33 B,,500.0,Semiconductors,590283686970277566
1494,https://companiesmarketcap.com/duolingo/marketcap/,1144.0,Duolingo,DUOL,$3.18 B,$79.36,-$62.84 M,$0.33 B,,500.0,Tech,5392941245537608590
1495,https://companiesmarketcap.com/duolingo/marketcap/,1144.0,Duolingo,DUOL,$3.18 B,$79.36,-$62.84 M,$0.33 B,,500.0,TechHardware,-5791872359498690370
1496,https://companiesmarketcap.com/vector-group/marketcap/,1146.0,Vector Group,VGR,$1.92 B,$12.46,$0.22 B,$0.37 B,,500.0,Software,6273975210915946900
1497,https://companiesmarketcap.com/vector-group/marketcap/,1146.0,Vector Group,VGR,$1.92 B,$12.46,$0.22 B,$0.37 B,,500.0,Tech,5392941245537608590
1498,https://companiesmarketcap.com/artisan-partners/marketcap/,1150.0,Artisan Partners,APAM,$2.36 B,$34.79,$0.37 B,$1.08 B,,498.0,MediaPress,-6159643471181631199
1499,https://companiesmarketcap.com/peapack-gladstone-financial/marketcap/,1151.0,Peapack-Gladstone Financial,PGC,$0.65 B,$36.47,$93.55 M,$0.23 B,,497.0,CoalMining,2697085083429856192
1500,https://companiesmarketcap.com/peapack-gladstone-financial/marketcap/,1151.0,Peapack-Gladstone Financial,PGC,$0.65 B,$36.47,$93.55 M,$0.23 B,,497.0,Mining,7127826760677441784
1501,https://companiesmarketcap.com/peapack-gladstone-financial/marketcap/,1151.0,Peapack-Gladstone Financial,PGC,$0.65 B,$36.47,$93.55 M,$0.23 B,,497.0,Energy,-2882595272621617431
1502,https://companiesmarketcap.com/thorne-healthtech/marketcap/,1153.0,Thorne HealthTech,THRN,$0.19 B,$3.69,$4.89 M,$0.21 B,,496.0,Financialservices,3247786743286756867
1503,https://companiesmarketcap.com/thorne-healthtech/marketcap/,1153.0,Thorne HealthTech,THRN,$0.19 B,$3.69,$4.89 M,$0.21 B,,496.0,Internet,-848597773130649638
1504,https://companiesmarketcap.com/thorne-healthtech/marketcap/,1153.0,Thorne HealthTech,THRN,$0.19 B,$3.69,$4.89 M,$0.21 B,,496.0,Tech,5392941245537608590
1505,https://companiesmarketcap.com/revance-therapeutics/marketcap/,1154.0,Revance Therapeutics,RVNC,$2.29 B,$27.92,-$0.26 B,$0.10 B,,495.0,Clothing,-4012403625881737752
1506,https://companiesmarketcap.com/sunworks/marketcap/,1155.0,Sunworks,SUNW,$77.06 M,$2.19,-$34.12 M,$0.13 B,,495.0,Healthcare,1473658128705581606
1507,https://companiesmarketcap.com/hometrust-bancshares/marketcap/,1156.0,HomeTrust Bancshares,HTBI,$0.38 B,$24.51,$43.71 M,$0.15 B,,493.0,Insurance,-2611088800210967206
1508,https://companiesmarketcap.com/broadwind/marketcap/,1157.0,Broadwind,BWEN,$0.11 B,$5.60,-$11.01 M,$0.16 B,,493.0,Furniture,1511125769664533416
1509,https://companiesmarketcap.com/broadwind/marketcap/,1157.0,Broadwind,BWEN,$0.11 B,$5.60,-$11.01 M,$0.16 B,,493.0,Retail,2932210656109287952
1510,https://companiesmarketcap.com/carlotz/marketcap/,1158.0,CarLotz,LOTZ,$17.71 M,$0.15,-$96.12 M,$0.27 B,,492.0,Consumergoods,-4654293209815127527
1511,https://companiesmarketcap.com/carlotz/marketcap/,1158.0,CarLotz,LOTZ,$17.71 M,$0.15,-$96.12 M,$0.27 B,,492.0,Manufacturing,2771886960464485094
1512,https://companiesmarketcap.com/graham-corporation/marketcap/,1160.0,Graham Corporation,GHM,$0.10 B,$9.90,-$5.31 M,$0.14 B,,491.0,Cannabis,2344263859226718052
1513,https://companiesmarketcap.com/bar-harbor-bankshares/marketcap/,1161.0,Bar Harbor Bankshares,BHB,$0.48 B,$32.08,$50.91 M,$0.14 B,,489.0,Financialservices,3247786743286756867
1514,https://companiesmarketcap.com/intellia-therapeutics/marketcap/,1162.0,Intellia Therapeutics,NTLA,$3.24 B,$37.64,-$0.45 B,$51.4 M,,485.0,Stockexchanges,-1138978670617470884
1515,https://companiesmarketcap.com/intellia-therapeutics/marketcap/,1162.0,Intellia Therapeutics,NTLA,$3.24 B,$37.64,-$0.45 B,$51.4 M,,485.0,Financialservices,3247786743286756867
1516,https://companiesmarketcap.com/intellia-therapeutics/marketcap/,1162.0,Intellia Therapeutics,NTLA,$3.24 B,$37.64,-$0.45 B,$51.4 M,,485.0,StockCryptoexchanges,-2482936595776465086
1517,https://companiesmarketcap.com/victory-capital/marketcap/,1163.0,Victory Capital,VCTR,$2.00 B,$29.30,$0.40 B,$0.88 B,,485.0,Steelproducers,4242005143441865998
1518,https://companiesmarketcap.com/victory-capital/marketcap/,1163.0,Victory Capital,VCTR,$2.00 B,$29.30,$0.40 B,$0.88 B,,485.0,Steelindustry,-54470019612759297
1519,https://companiesmarketcap.com/victory-capital/marketcap/,1163.0,Victory Capital,VCTR,$2.00 B,$29.30,$0.40 B,$0.88 B,,485.0,WasteRecycling,-8067709401467209413
1520,https://companiesmarketcap.com/matterport/marketcap/,1164.0,Matterport,MTTR,$0.89 B,$3.11,-$0.22 B,$0.12 B,,485.0,Food,4721068128442604370
1521,https://companiesmarketcap.com/inspire-medical-systems/marketcap/,1165.0,Inspire Medical Systems,INSP,$7.42 B,$256.93,-$49.92 M,$0.34 B,28.226.345,485.0,Beverages,-5284870312286199973
1522,https://companiesmarketcap.com/clean-energy-fuels/marketcap/,1167.0,Clean Energy Fuels,CLNE,$1.29 B,$5.81,-$44.06 M,$0.39 B,,482.0,OilGas,7683904390150838630
1523,https://companiesmarketcap.com/clean-energy-fuels/marketcap/,1167.0,Clean Energy Fuels,CLNE,$1.29 B,$5.81,-$44.06 M,$0.39 B,,482.0,Energy,-2882595272621617431
1524,https://companiesmarketcap.com/merchants-bancorp/marketcap/,1169.0,Merchants Bancorp,MBIN,$1.09 B,$25.37,$0.28 B,$0.43 B,,481.0,Gambling,-2553870588303058339
1525,https://companiesmarketcap.com/merchants-bancorp/marketcap/,1169.0,Merchants Bancorp,MBIN,$1.09 B,$25.37,$0.28 B,$0.43 B,,481.0,Entertainment,6852268802481802111
1526,https://companiesmarketcap.com/merchants-bancorp/marketcap/,1169.0,Merchants Bancorp,MBIN,$1.09 B,$25.37,$0.28 B,$0.43 B,,481.0,Internet,-848597773130649638
1527,https://companiesmarketcap.com/apellis/marketcap/,1170.0,Apellis Pharmaceuticals,APLS,$5.81 B,$52.56,-$0.64 B,$0.11 B,109.126.000,476.0,Healthcare,1473658128705581606
1528,https://companiesmarketcap.com/apellis/marketcap/,1170.0,Apellis Pharmaceuticals,APLS,$5.81 B,$52.56,-$0.64 B,$0.11 B,109.126.000,476.0,MedicalCareFacilities,-1383796583637029543
1529,https://companiesmarketcap.com/ceva/marketcap/,1171.0,CEVA,CEVA,$0.70 B,$30.51,$3.87 M,$0.13 B,,476.0,Financialservices,3247786743286756867
1530,https://companiesmarketcap.com/ceva/marketcap/,1171.0,CEVA,CEVA,$0.70 B,$30.51,$3.87 M,$0.13 B,,476.0,Internet,-848597773130649638
1531,https://companiesmarketcap.com/ceva/marketcap/,1171.0,CEVA,CEVA,$0.70 B,$30.51,$3.87 M,$0.13 B,,476.0,Tech,5392941245537608590
1532,https://companiesmarketcap.com/dhi-group/marketcap/,1176.0,DHI Group,DHX,$0.26 B,$5.48,$2.22 M,$0.14 B,,470.0,Insurance,-2611088800210967206
1533,https://companiesmarketcap.com/futurefuel/marketcap/,1177.0,FutureFuel,FF,$0.41 B,$9.58,$24.52 M,$0.38 B,,470.0,Banks,-3731527361154377479
1534,https://companiesmarketcap.com/futurefuel/marketcap/,1177.0,FutureFuel,FF,$0.41 B,$9.58,$24.52 M,$0.38 B,,470.0,Financialservices,3247786743286756867
1535,https://companiesmarketcap.com/msg-sports/marketcap/,1182.0,MSG Sports,MSGS,$4.37 B,$179.62,$84.91 M,$0.82 B,,467.0,Software,6273975210915946900
1536,https://companiesmarketcap.com/msg-sports/marketcap/,1182.0,MSG Sports,MSGS,$4.37 B,$179.62,$84.91 M,$0.82 B,,467.0,Tech,5392941245537608590
1537,https://companiesmarketcap.com/enzo-biochem/marketcap/,1183.0,Enzo Biochem,ENZ,$74.05 M,$1.52,-$26.58 M,$98.82 M,,465.0,Restaurantchains,-8690128616648987675
1538,https://companiesmarketcap.com/enzo-biochem/marketcap/,1183.0,Enzo Biochem,ENZ,$74.05 M,$1.52,-$26.58 M,$98.82 M,,465.0,Food,4721068128442604370
1539,https://companiesmarketcap.com/welltower/marketcap/,1184.0,Welltower,WELL,$33.61 B,$71.15,$0.23 B,$5.65 B,463.366.000,464.0,Financialservices,3247786743286756867
1540,https://companiesmarketcap.com/instil-bio/marketcap/,1185.0,Instil Bio,TIL,$0.10 B,$0.78,-$0.23 B,,,463.0,AutomotiveSuppliers,-5087768184139776565
1541,https://companiesmarketcap.com/butterfly-network/marketcap/,1186.0,Butterfly Network,BFLY,$0.48 B,$2.43,-$0.16 B,$73.39 M,,463.0,ECommerce,5458971525214020641
1542,https://companiesmarketcap.com/butterfly-network/marketcap/,1186.0,Butterfly Network,BFLY,$0.48 B,$2.43,-$0.16 B,$73.39 M,,463.0,Internet,-848597773130649638
1543,https://companiesmarketcap.com/butterfly-network/marketcap/,1186.0,Butterfly Network,BFLY,$0.48 B,$2.43,-$0.16 B,$73.39 M,,463.0,Recommerce,8358078586084432188
1544,https://companiesmarketcap.com/butterfly-network/marketcap/,1186.0,Butterfly Network,BFLY,$0.48 B,$2.43,-$0.16 B,$73.39 M,,463.0,Tech,5392941245537608590
1545,https://companiesmarketcap.com/first-guaranty-bancshares/marketcap/,1187.0,First Guaranty Bancshares,FGBI,$0.25 B,$23.65,$40.15 M,$0.11 B,,463.0,Advertising,-8917243490172367829
1546,https://companiesmarketcap.com/cutera/marketcap/,1188.0,Cutera,CUTR,$0.63 B,$32.44,-$77.14 M,$0.25 B,,461.0,OilGasEquipmentServices,-5823085833726200737
1547,https://companiesmarketcap.com/cutera/marketcap/,1188.0,Cutera,CUTR,$0.63 B,$32.44,-$77.14 M,$0.25 B,,461.0,OilGas,7683904390150838630
1548,https://companiesmarketcap.com/cutera/marketcap/,1188.0,Cutera,CUTR,$0.63 B,$32.44,-$77.14 M,$0.25 B,,461.0,Energy,-2882595272621617431
1549,https://companiesmarketcap.com/sana-biotechnology/marketcap/,1189.0,Sana Biotechnology,SANA,$0.90 B,$4.73,-$0.31 B,,,461.0,Utilitycompanies,-7880188492962909296
1550,https://companiesmarketcap.com/sana-biotechnology/marketcap/,1189.0,Sana Biotechnology,SANA,$0.90 B,$4.73,-$0.31 B,,,461.0,Electricity,-800801453892895456
1551,https://companiesmarketcap.com/sana-biotechnology/marketcap/,1189.0,Sana Biotechnology,SANA,$0.90 B,$4.73,-$0.31 B,,,461.0,Energy,-2882595272621617431
1552,https://companiesmarketcap.com/four-corners-property-trust/marketcap/,1190.0,Four Corners Property Trust,FCPT,$2.37 B,$28.23,$0.13 B,$0.21 B,,461.0,OilGas,7683904390150838630
1553,https://companiesmarketcap.com/four-corners-property-trust/marketcap/,1190.0,Four Corners Property Trust,FCPT,$2.37 B,$28.23,$0.13 B,$0.21 B,,461.0,Energy,-2882595272621617431
1554,https://companiesmarketcap.com/quanterix/marketcap/,1191.0,Quanterix,QTRX,$0.48 B,$13.19,-$80.18 M,$0.10 B,,460.0,SpecialtyVehicles,-5522482237379519668
1555,https://companiesmarketcap.com/quanterix/marketcap/,1191.0,Quanterix,QTRX,$0.48 B,$13.19,-$80.18 M,$0.10 B,,460.0,Manufacturing,2771886960464485094
1556,https://companiesmarketcap.com/consensus-cloud-solutions/marketcap/,1192.0,Consensus Cloud Solutions,CCSI,$1.13 B,$57.03,$0.17 B,$0.10 B,,459.0,Mining,7127826760677441784
1557,https://companiesmarketcap.com/consensus-cloud-solutions/marketcap/,1192.0,Consensus Cloud Solutions,CCSI,$1.13 B,$57.03,$0.17 B,$0.10 B,,459.0,CoalMining,2697085083429856192
1558,https://companiesmarketcap.com/mvb-financial/marketcap/,1193.0,MVB Financial,MVBF,$0.28 B,$22.32,$22.85 M,$0.14 B,,458.0,Restaurantchains,-8690128616648987675
1559,https://companiesmarketcap.com/mvb-financial/marketcap/,1193.0,MVB Financial,MVBF,$0.28 B,$22.32,$22.85 M,$0.14 B,,458.0,Food,4721068128442604370
1560,https://companiesmarketcap.com/precigen/marketcap/,1194.0,Precigen,PGEN,$0.41 B,$2.01,-$78.18 M,$75.87 M,,456.0,Retail,2932210656109287952
1561,https://companiesmarketcap.com/precigen/marketcap/,1194.0,Precigen,PGEN,$0.41 B,$2.01,-$78.18 M,$75.87 M,,456.0,Sportsgoods,-818079648815732376
1562,https://companiesmarketcap.com/ramaco-resources/marketcap/,1195.0,Ramaco Resources,METC,$0.41 B,$9.38,$0.15 B,$0.51 B,,454.0,Defensecontractors,6178421995435006470
1563,https://companiesmarketcap.com/shore-bancshares/marketcap/,1196.0,Shore Bancshares,SHBI,$0.35 B,$17.75,$34.78 M,$0.11 B,,454.0,Software,6273975210915946900
1564,https://companiesmarketcap.com/shore-bancshares/marketcap/,1196.0,Shore Bancshares,SHBI,$0.35 B,$17.75,$34.78 M,$0.11 B,,454.0,Tech,5392941245537608590
1565,https://companiesmarketcap.com/northrim-bancorp/marketcap/,1197.0,Northrim BanCorp,NRIM,$0.30 B,$54.45,$37.91 M,$0.12 B,,451.0,Healthcare,1473658128705581606
1566,https://companiesmarketcap.com/vertex-energy/marketcap/,1198.0,Vertex Energy,VTNR,$0.52 B,$6.90,-$94.64 M,$1.87 B,,450.0,Software,6273975210915946900
1567,https://companiesmarketcap.com/vertex-energy/marketcap/,1198.0,Vertex Energy,VTNR,$0.52 B,$6.90,-$94.64 M,$1.87 B,,450.0,Tech,5392941245537608590
1568,https://companiesmarketcap.com/fluence-energy/marketcap/,1199.0,Fluence Energy,FLNC,$3.85 B,$22.08,-$0.29 B,$1.19 B,,450.0,Pulpandpaper,-6437840659131807937
1569,https://companiesmarketcap.com/lemaitre-vascular/marketcap/,1200.0,LeMaitre Vascular,LMAT,$1.01 B,$46.13,$27.59 M,$0.16 B,,450.0,Software,6273975210915946900
1570,https://companiesmarketcap.com/lemaitre-vascular/marketcap/,1200.0,LeMaitre Vascular,LMAT,$1.01 B,$46.13,$27.59 M,$0.16 B,,450.0,Tech,5392941245537608590
1571,https://companiesmarketcap.com/benson-hill/marketcap/,1201.0,Benson Hill,BHIL,$0.49 B,$2.42,-$0.12 B,$0.37 B,,450.0,Investment,-3683647381629899485
1572,https://companiesmarketcap.com/vir-biotechnology/marketcap/,1202.0,Vir Biotechnology,VIR,$3.53 B,$26.57,$1.45 B,$2.36 B,,444.0,Telecommunicationsequipment,-8592063776107010306
1573,https://companiesmarketcap.com/karyopharm-therapeutics/marketcap/,1205.0,Karyopharm Therapeutics,KPTI,$0.37 B,$3.30,-$60.84 M,$0.24 B,,442.0,Insurance,-2611088800210967206
1574,https://companiesmarketcap.com/civista-bancshares/marketcap/,1206.0,Civista Bancshares,CIVB,$0.35 B,$22.59,$45.42 M,$0.12 B,,441.0,Utilitycompanies,-7880188492962909296
1575,https://companiesmarketcap.com/agenus/marketcap/,1208.0,Agenus,AGEN,$0.89 B,$2.95,-$0.17 B,$89.9 M,,441.0,Healthcare,1473658128705581606
1576,https://companiesmarketcap.com/agenus/marketcap/,1208.0,Agenus,AGEN,$0.89 B,$2.95,-$0.17 B,$89.9 M,,441.0,Insurance,-2611088800210967206
1577,https://companiesmarketcap.com/intrepid-potash/marketcap/,1209.0,Intrepid Potash,IPI,$0.43 B,$32.06,$0.10 B,$0.34 B,,440.0,Software,6273975210915946900
1578,https://companiesmarketcap.com/intrepid-potash/marketcap/,1209.0,Intrepid Potash,IPI,$0.43 B,$32.06,$0.10 B,$0.34 B,,440.0,Internet,-848597773130649638
1579,https://companiesmarketcap.com/intrepid-potash/marketcap/,1209.0,Intrepid Potash,IPI,$0.43 B,$32.06,$0.10 B,$0.34 B,,440.0,Tech,5392941245537608590
1580,https://companiesmarketcap.com/summit-financial-group/marketcap/,1211.0,Summit Financial Group,SMMF,$0.32 B,$25.44,$63.79 M,$0.13 B,,439.0,Financialservices,3247786743286756867
1581,https://companiesmarketcap.com/weyco-group/marketcap/,1212.0,Weyco Group,WEYS,$0.25 B,$26.06,$39.27 M,$0.35 B,,439.0,Telecommunication,-3862064693147789081
1582,https://companiesmarketcap.com/intercept-pharmaceuticals/marketcap/,1214.0,Intercept Pharmaceuticals,ICPT,$0.67 B,$16.30,-$0.18 B,$0.33 B,,437.0,Food,4721068128442604370
1583,https://companiesmarketcap.com/mitek-systems/marketcap/,1218.0,Mitek Systems,MITK,$0.44 B,$10.00,$8.21 M,$0.13 B,,435.0,Software,6273975210915946900
1584,https://companiesmarketcap.com/mitek-systems/marketcap/,1218.0,Mitek Systems,MITK,$0.44 B,$10.00,$8.21 M,$0.13 B,,435.0,Tech,5392941245537608590
1585,https://companiesmarketcap.com/ventas/marketcap/,1219.0,Ventas,VTR,$19.58 B,$48.99,$0.39 B,$4.10 B,399.646.000,434.0,MedicalCareFacilities,-1383796583637029543
1586,https://companiesmarketcap.com/ventas/marketcap/,1219.0,Ventas,VTR,$19.58 B,$48.99,$0.39 B,$4.10 B,399.646.000,434.0,Healthcare,1473658128705581606
1587,https://companiesmarketcap.com/connectone-bancorp/marketcap/,1220.0,ConnectOne Bancorp,CNOB,$1.00 B,$25.69,$0.17 B,$0.30 B,,434.0,Engineering,-4107645347768548595
1588,https://companiesmarketcap.com/connectone-bancorp/marketcap/,1220.0,ConnectOne Bancorp,CNOB,$1.00 B,$25.69,$0.17 B,$0.30 B,,434.0,Professionalservices,8712968451453521438
1589,https://companiesmarketcap.com/regency-centers/marketcap/,1221.0,Regency Centers,REG,$11.33 B,$65.98,$0.60 B,$1.20 B,171.121.000,432.0,OilGas,7683904390150838630
1590,https://companiesmarketcap.com/regency-centers/marketcap/,1221.0,Regency Centers,REG,$11.33 B,$65.98,$0.60 B,$1.20 B,171.121.000,432.0,Energy,-2882595272621617431
1591,https://companiesmarketcap.com/biolife-solutions/marketcap/,1222.0,Biolife Solutions,BLFS,$1.00 B,$23.54,-$0.12 B,$0.15 B,,432.0,Financialservices,3247786743286756867
