,URL,ID,Name,Company code,Marketcap,Share price,Earnings,Revenue,Shares,Employees,Category,Hash
0,https://companiesmarketcap.com/vertex-pharmaceuticals/marketcap/,1.0,Vertex Pharmaceuticals,VRTX,$77.24 B,$300.94,$4.08 B,$8.70 B,256.500.000,3.9,Retail,2932210656109287952
1,https://companiesmarketcap.com/vertex-pharmaceuticals/marketcap/,1.0,Vertex Pharmaceuticals,VRTX,$77.24 B,$300.94,$4.08 B,$8.70 B,256.500.000,3.9,Dowjones,-3512652547975320346
2,https://companiesmarketcap.com/vertex-pharmaceuticals/marketcap/,1.0,Vertex Pharmaceuticals,VRTX,$77.24 B,$300.94,$4.08 B,$8.70 B,256.500.000,3.9,SupermarketChains,-4069439822336842578
3,https://companiesmarketcap.com/verano-holdings/marketcap/,2.0,Verano Holdings,VRNOF,$0.97 B,$3.00,-$62.2 M,$0.81 B,,3.888,ECommerce,5458971525214020641
4,https://companiesmarketcap.com/verano-holdings/marketcap/,2.0,Verano Holdings,VRNOF,$0.97 B,$3.00,-$62.2 M,$0.81 B,,3.888,Internet,-848597773130649638
5,https://companiesmarketcap.com/verano-holdings/marketcap/,2.0,Verano Holdings,VRNOF,$0.97 B,$3.00,-$62.2 M,$0.81 B,,3.888,Tech,5392941245537608590
6,https://companiesmarketcap.com/verano-holdings/marketcap/,2.0,Verano Holdings,VRNOF,$0.97 B,$3.00,-$62.2 M,$0.81 B,,3.888,Retail,2932210656109287952
7,https://companiesmarketcap.com/azz/marketcap/,3.0,AZZ,AZZ,$1.09 B,$43.85,$0.12 B,$1.17 B,,3.885,Courier,3896409760083245788
8,https://companiesmarketcap.com/azz/marketcap/,3.0,AZZ,AZZ,$1.09 B,$43.85,$0.12 B,$1.17 B,,3.885,Transportation,-2725400413481745490
9,https://companiesmarketcap.com/fnb-corp/marketcap/,4.0,F.N.B. Corporation,FNB,$4.83 B,$13.41,$0.50 B,$1.33 B,,3.884,Retail,2932210656109287952
10,https://companiesmarketcap.com/fnb-corp/marketcap/,4.0,F.N.B. Corporation,FNB,$4.83 B,$13.41,$0.50 B,$1.33 B,,3.884,SupermarketChains,-4069439822336842578
11,https://companiesmarketcap.com/quanex-building-products/marketcap/,5.0,Quanex Building Products,NX,$0.82 B,$24.96,$0.10 B,$1.22 B,,3.86,Retail,2932210656109287952
12,https://companiesmarketcap.com/quanex-building-products/marketcap/,5.0,Quanex Building Products,NX,$0.82 B,$24.96,$0.10 B,$1.22 B,,3.86,Dowjones,-3512652547975320346
13,https://companiesmarketcap.com/sensient-technologies/marketcap/,6.0,Sensient Technologies,SXT,$3.27 B,$77.99,$0.18 B,$1.42 B,,3.844,Retail,2932210656109287952
14,https://companiesmarketcap.com/sensient-technologies/marketcap/,6.0,Sensient Technologies,SXT,$3.27 B,$77.99,$0.18 B,$1.42 B,,3.844,SupermarketChains,-4069439822336842578
15,https://companiesmarketcap.com/cts-corporation/marketcap/,7.0,CTS Corporation,CTS,$1.47 B,$46.31,$76.74 M,$0.57 B,,3.82,Beverages,-5284870312286199973
16,https://companiesmarketcap.com/amn-healthcare-services/marketcap/,8.0,AMN Healthcare Services,AMN,$4.50 B,$103.86,$0.69 B,$5.48 B,,3.8,Investment,-3683647381629899485
17,https://companiesmarketcap.com/ashland/marketcap/,9.0,Ashland,ASH,$6.09 B,$112.25,$0.26 B,$2.39 B,54.000.000,3.8,Healthcare,1473658128705581606
18,https://companiesmarketcap.com/ashland/marketcap/,9.0,Ashland,ASH,$6.09 B,$112.25,$0.26 B,$2.39 B,54.000.000,3.8,Insurance,-2611088800210967206
19,https://companiesmarketcap.com/ashland/marketcap/,9.0,Ashland,ASH,$6.09 B,$112.25,$0.26 B,$2.39 B,54.000.000,3.8,Dowjones,-3512652547975320346
20,https://companiesmarketcap.com/graco/marketcap/,10.0,Graco,GGG,$11.90 B,$70.62,$0.55 B,$2.12 B,169.166.000,3.8,Courier,3896409760083245788
21,https://companiesmarketcap.com/graco/marketcap/,10.0,Graco,GGG,$11.90 B,$70.62,$0.55 B,$2.12 B,169.166.000,3.8,Transportation,-2725400413481745490
22,https://companiesmarketcap.com/horizon-global/marketcap/,11.0,Horizon Global,HZN,$48.25 M,$1.74,-$59.26 M,$0.67 B,,3.8,ITservices,6845817224175256592
23,https://companiesmarketcap.com/horizon-global/marketcap/,11.0,Horizon Global,HZN,$48.25 M,$1.74,-$59.26 M,$0.67 B,,3.8,Professionalservices,8712968451453521438
24,https://companiesmarketcap.com/penumbra/marketcap/,12.0,Penumbra,PEN,$9.03 B,$237.78,-$38.81 M,$0.82 B,37.918.452,3.8,Retail,2932210656109287952
25,https://companiesmarketcap.com/penumbra/marketcap/,12.0,Penumbra,PEN,$9.03 B,$237.78,-$38.81 M,$0.82 B,37.918.452,3.8,Clothing,-4012403625881737752
26,https://companiesmarketcap.com/churchill-downs/marketcap/,13.0,Churchill Downs,CHDN,$8.39 B,$224.40,$0.66 B,$1.69 B,37.800.000,3.8,Beverages,-5284870312286199973
27,https://companiesmarketcap.com/integra-lifesciences/marketcap/,14.0,Integra LifeSciences,IART,$4.79 B,$57.40,$0.25 B,$1.56 B,,3.8,Retail,2932210656109287952
28,https://companiesmarketcap.com/integra-lifesciences/marketcap/,14.0,Integra LifeSciences,IART,$4.79 B,$57.40,$0.25 B,$1.56 B,,3.8,SupermarketChains,-4069439822336842578
29,https://companiesmarketcap.com/standex/marketcap/,15.0,Standex,SXI,$1.31 B,$109.75,$84.28 M,$0.74 B,,3.8,Retail,2932210656109287952
30,https://companiesmarketcap.com/conmed/marketcap/,16.0,CONMED,CNMD,$2.92 B,$95.99,-$3.65 M,$1.06 B,,3.8,ITservices,6845817224175256592
31,https://companiesmarketcap.com/conmed/marketcap/,16.0,CONMED,CNMD,$2.92 B,$95.99,-$3.65 M,$1.06 B,,3.8,Professionalservices,8712968451453521438
32,https://companiesmarketcap.com/construction-partners/marketcap/,17.0,Construction Partners,ROAD,$1.45 B,$27.64,$28.31 M,$1.30 B,,3.8,Banks,-3731527361154377479
33,https://companiesmarketcap.com/construction-partners/marketcap/,17.0,Construction Partners,ROAD,$1.45 B,$27.64,$28.31 M,$1.30 B,,3.8,Financialservices,3247786743286756867
34,https://companiesmarketcap.com/construction-partners/marketcap/,17.0,Construction Partners,ROAD,$1.45 B,$27.64,$28.31 M,$1.30 B,,3.8,Dowjones,-3512652547975320346
35,https://companiesmarketcap.com/hr-block/marketcap/,18.0,H&R Block,HRB,$5.88 B,$37.85,$0.71 B,$3.45 B,158.887.736,3.8,Tech,5392941245537608590
36,https://companiesmarketcap.com/hr-block/marketcap/,18.0,H&R Block,HRB,$5.88 B,$37.85,$0.71 B,$3.45 B,158.887.736,3.8,Software,6273975210915946900
37,https://companiesmarketcap.com/hr-block/marketcap/,18.0,H&R Block,HRB,$5.88 B,$37.85,$0.71 B,$3.45 B,158.887.736,3.8,Dowjones,-3512652547975320346
38,https://companiesmarketcap.com/blackstone-group/marketcap/,19.0,Blackstone Group,BX,$61.39 B,$85.04,$6.23 B,$9.84 B,742.345.646,3.795,Manufacturing,2771886960464485094
39,https://companiesmarketcap.com/blackstone-group/marketcap/,19.0,Blackstone Group,BX,$61.39 B,$85.04,$6.23 B,$9.84 B,742.345.646,3.795,Electronics,-4280093456798597290
40,https://companiesmarketcap.com/grid-dynamics/marketcap/,20.0,Grid Dynamics,GDYN,$0.86 B,$11.71,-$16.93 M,$0.29 B,,3.763,Food,4721068128442604370
41,https://companiesmarketcap.com/strategic-education/marketcap/,21.0,Strategic Education,STRA,$2.19 B,$89.70,$84.25 M,$1.06 B,,3.742,Banks,-3731527361154377479
42,https://companiesmarketcap.com/strategic-education/marketcap/,21.0,Strategic Education,STRA,$2.19 B,$89.70,$84.25 M,$1.06 B,,3.742,Financialservices,3247786743286756867
43,https://companiesmarketcap.com/coinbase/marketcap/,22.0,Coinbase,COIN,$13.08 B,$49.98,-$1.51 B,$5.06 B,223.916.000,3.73,Banks,-3731527361154377479
44,https://companiesmarketcap.com/coinbase/marketcap/,22.0,Coinbase,COIN,$13.08 B,$49.98,-$1.51 B,$5.06 B,223.916.000,3.73,Financialservices,3247786743286756867
45,https://companiesmarketcap.com/pinterest/marketcap/,23.0,Pinterest,PINS,$18.10 B,$26.69,$86.49 M,$2.77 B,669.171.000,3.728,Software,6273975210915946900
46,https://companiesmarketcap.com/pinterest/marketcap/,23.0,Pinterest,PINS,$18.10 B,$26.69,$86.49 M,$2.77 B,669.171.000,3.728,Tech,5392941245537608590
47,https://companiesmarketcap.com/pinterest/marketcap/,23.0,Pinterest,PINS,$18.10 B,$26.69,$86.49 M,$2.77 B,669.171.000,3.728,Dowjones,-3512652547975320346
48,https://companiesmarketcap.com/pinterest/marketcap/,23.0,Pinterest,PINS,$18.10 B,$26.69,$86.49 M,$2.77 B,669.171.000,3.728,Videogames,7351854534314693888
49,https://companiesmarketcap.com/spire-energy/marketcap/,24.0,Spire Energy,SR,$3.84 B,$73.12,$0.27 B,$2.19 B,,3.71,Healthcare,1473658128705581606
50,https://companiesmarketcap.com/spire-energy/marketcap/,24.0,Spire Energy,SR,$3.84 B,$73.12,$0.27 B,$2.19 B,,3.71,Pharmaceuticals,5380718181721596073
51,https://companiesmarketcap.com/spire-energy/marketcap/,24.0,Spire Energy,SR,$3.84 B,$73.12,$0.27 B,$2.19 B,,3.71,Drugstore,-6974841525812081849
52,https://companiesmarketcap.com/spire-energy/marketcap/,24.0,Spire Energy,SR,$3.84 B,$73.12,$0.27 B,$2.19 B,,3.71,Retail,2932210656109287952
53,https://companiesmarketcap.com/leslies/marketcap/,25.0,Leslie's,LESL,$2.58 B,$14.10,$0.20 B,$1.56 B,,3.7,Banks,-3731527361154377479
54,https://companiesmarketcap.com/leslies/marketcap/,25.0,Leslie's,LESL,$2.58 B,$14.10,$0.20 B,$1.56 B,,3.7,Financialservices,3247786743286756867
55,https://companiesmarketcap.com/aspentech/marketcap/,26.0,AspenTech,AZPN,$12.95 B,$200.74,$0.15 B,$0.84 B,64.454.000,3.7,Healthcare,1473658128705581606
56,https://companiesmarketcap.com/moderna/marketcap/,27.0,Moderna,MRNA,$73.76 B,$192.00,$13.35 B,$20.67 B,390.000.000,3.7,Telecommunication,-3862064693147789081
57,https://companiesmarketcap.com/ryan-specialty-group/marketcap/,28.0,Ryan Specialty Group,RYAN,$11.41 B,$43.88,$0.25 B,$1.66 B,109.428.073,3.69,Dowjones,-3512652547975320346
58,https://companiesmarketcap.com/ryan-specialty-group/marketcap/,28.0,Ryan Specialty Group,RYAN,$11.41 B,$43.88,$0.25 B,$1.66 B,109.428.073,3.69,Retail,2932210656109287952
59,https://companiesmarketcap.com/ryan-specialty-group/marketcap/,28.0,Ryan Specialty Group,RYAN,$11.41 B,$43.88,$0.25 B,$1.66 B,109.428.073,3.69,Drugstore,-6974841525812081849
60,https://companiesmarketcap.com/ryan-specialty-group/marketcap/,28.0,Ryan Specialty Group,RYAN,$11.41 B,$43.88,$0.25 B,$1.66 B,109.428.073,3.69,Pharmaceuticals,5380718181721596073
61,https://companiesmarketcap.com/healthequity/marketcap/,29.0,HealthEquity,HQY,$5.06 B,$59.87,-$37.01 M,$0.83 B,,3.688,Telecommunication,-3862064693147789081
62,https://companiesmarketcap.com/healthequity/marketcap/,29.0,HealthEquity,HQY,$5.06 B,$59.87,-$37.01 M,$0.83 B,,3.688,MediaPress,-6159643471181631199
63,https://companiesmarketcap.com/healthequity/marketcap/,29.0,HealthEquity,HQY,$5.06 B,$59.87,-$37.01 M,$0.83 B,,3.688,Entertainment,6852268802481802111
64,https://companiesmarketcap.com/ribbon-communications/marketcap/,30.0,Ribbon Communications,RBBN,$0.51 B,$3.07,-$0.24 B,$0.81 B,,3.685,Internet,-848597773130649638
65,https://companiesmarketcap.com/ribbon-communications/marketcap/,30.0,Ribbon Communications,RBBN,$0.51 B,$3.07,-$0.24 B,$0.81 B,,3.685,Tech,5392941245537608590
66,https://companiesmarketcap.com/ribbon-communications/marketcap/,30.0,Ribbon Communications,RBBN,$0.51 B,$3.07,-$0.24 B,$0.81 B,,3.685,Software,6273975210915946900
67,https://companiesmarketcap.com/ribbon-communications/marketcap/,30.0,Ribbon Communications,RBBN,$0.51 B,$3.07,-$0.24 B,$0.81 B,,3.685,Autonomousdriving,-7674529030655768042
68,https://companiesmarketcap.com/e2open/marketcap/,31.0,E2open,ETWO,$1.80 B,$5.98,-$0.53 B,$0.60 B,,3.682,Automakers,-2133819116979903276
69,https://companiesmarketcap.com/e2open/marketcap/,31.0,E2open,ETWO,$1.80 B,$5.98,-$0.53 B,$0.60 B,,3.682,Manufacturing,2771886960464485094
70,https://companiesmarketcap.com/grand-canyon-education/marketcap/,32.0,Grand Canyon Education,LOPE,$3.47 B,$111.67,$0.25 B,$0.90 B,,3.68,Restaurantchains,-8690128616648987675
71,https://companiesmarketcap.com/grand-canyon-education/marketcap/,32.0,Grand Canyon Education,LOPE,$3.47 B,$111.67,$0.25 B,$0.90 B,,3.68,Food,4721068128442604370
72,https://companiesmarketcap.com/calavo-growers/marketcap/,33.0,Calavo Growers,CVGW,$0.56 B,$31.95,-$1.11 M,$1.19 B,,3.676,Aerospace,-4642465698626703435
73,https://companiesmarketcap.com/calavo-growers/marketcap/,33.0,Calavo Growers,CVGW,$0.56 B,$31.95,-$1.11 M,$1.19 B,,3.676,Defensecontractors,6178421995435006470
74,https://companiesmarketcap.com/groupon/marketcap/,34.0,Groupon,GRPN,$0.26 B,$8.57,-$0.19 B,$0.67 B,,3.675,Conglomerate,7862095367587665244
75,https://companiesmarketcap.com/rogers-corp/marketcap/,35.0,Rogers Corporation,ROG,$2.44 B,$130.01,$80.44 M,$0.97 B,,3.675,Tech,5392941245537608590
76,https://companiesmarketcap.com/rogers-corp/marketcap/,35.0,Rogers Corporation,ROG,$2.44 B,$130.01,$80.44 M,$0.97 B,,3.675,Software,6273975210915946900
77,https://companiesmarketcap.com/rogers-corp/marketcap/,35.0,Rogers Corporation,ROG,$2.44 B,$130.01,$80.44 M,$0.97 B,,3.675,Dowjones,-3512652547975320346
78,https://companiesmarketcap.com/rogers-corp/marketcap/,35.0,Rogers Corporation,ROG,$2.44 B,$130.01,$80.44 M,$0.97 B,,3.675,TechHardware,-5791872359498690370
79,https://companiesmarketcap.com/rogers-corp/marketcap/,35.0,Rogers Corporation,ROG,$2.44 B,$130.01,$80.44 M,$0.97 B,,3.675,Electronics,-4280093456798597290
80,https://companiesmarketcap.com/sunpower/marketcap/,36.0,SunPower,SPWR,$3.25 B,$18.66,$0.14 B,$1.62 B,,3.66,Retail,2932210656109287952
81,https://companiesmarketcap.com/cable-one/marketcap/,38.0,Cable One,CABO,$4.41 B,$759.35,$0.48 B,$1.71 B,,3.628,Automakers,-2133819116979903276
82,https://companiesmarketcap.com/cable-one/marketcap/,38.0,Cable One,CABO,$4.41 B,$759.35,$0.48 B,$1.71 B,,3.628,Manufacturing,2771886960464485094
83,https://companiesmarketcap.com/stonex-group/marketcap/,39.0,StoneX Group,SNEX,$1.90 B,$93.61,$0.29 B,$66.03 B,,3.615,Entertainment,6852268802481802111
84,https://companiesmarketcap.com/stonex-group/marketcap/,39.0,StoneX Group,SNEX,$1.90 B,$93.61,$0.29 B,$66.03 B,,3.615,Dowjones,-3512652547975320346
85,https://companiesmarketcap.com/aci-worldwide/marketcap/,40.0,ACI Worldwide,ACIW,$3.02 B,$26.88,$0.22 B,$1.43 B,,3.61,Tech,5392941245537608590
86,https://companiesmarketcap.com/aci-worldwide/marketcap/,40.0,ACI Worldwide,ACIW,$3.02 B,$26.88,$0.22 B,$1.43 B,,3.61,Software,6273975210915946900
87,https://companiesmarketcap.com/hancock-whitney/marketcap/,41.0,Hancock Whitney,HWC,$4.36 B,$50.97,$0.64 B,$1.32 B,,3.607,Hotels,-4147010109171616253
88,https://companiesmarketcap.com/hancock-whitney/marketcap/,41.0,Hancock Whitney,HWC,$4.36 B,$50.97,$0.64 B,$1.32 B,,3.607,Travel,458727220244788973
89,https://companiesmarketcap.com/liberty-oilfield-services/marketcap/,42.0,Liberty Energy,LBRT,$3.02 B,$16.59,$0.19 B,$3.60 B,,3.601,Aircraftmanufacturers,6860744364479558239
90,https://companiesmarketcap.com/liberty-oilfield-services/marketcap/,42.0,Liberty Energy,LBRT,$3.02 B,$16.59,$0.19 B,$3.60 B,,3.601,Aerospace,-4642465698626703435
91,https://companiesmarketcap.com/liberty-oilfield-services/marketcap/,42.0,Liberty Energy,LBRT,$3.02 B,$16.59,$0.19 B,$3.60 B,,3.601,Dowjones,-3512652547975320346
92,https://companiesmarketcap.com/liberty-oilfield-services/marketcap/,42.0,Liberty Energy,LBRT,$3.02 B,$16.59,$0.19 B,$3.60 B,,3.601,Manufacturing,2771886960464485094
93,https://companiesmarketcap.com/dynatrace/marketcap/,43.0,Dynatrace,DT,$10.65 B,$37.01,$75.4 M,$1.03 B,287.190.000,3.6,Pharmaceuticals,5380718181721596073
94,https://companiesmarketcap.com/dynatrace/marketcap/,43.0,Dynatrace,DT,$10.65 B,$37.01,$75.4 M,$1.03 B,287.190.000,3.6,Dowjones,-3512652547975320346
95,https://companiesmarketcap.com/dynatrace/marketcap/,43.0,Dynatrace,DT,$10.65 B,$37.01,$75.4 M,$1.03 B,287.190.000,3.6,Biotech,-6437318974046106094
96,https://companiesmarketcap.com/insperity/marketcap/,44.0,Insperity,NSP,$4.35 B,$114.81,$0.21 B,$5.74 B,,3.6,Food,4721068128442604370
97,https://companiesmarketcap.com/one-gas/marketcap/,45.0,ONE Gas,OGS,$4.35 B,$80.52,$0.25 B,$2.35 B,,3.6,Tech,5392941245537608590
98,https://companiesmarketcap.com/one-gas/marketcap/,45.0,ONE Gas,OGS,$4.35 B,$80.52,$0.25 B,$2.35 B,,3.6,TechHardware,-5791872359498690370
99,https://companiesmarketcap.com/one-gas/marketcap/,45.0,ONE Gas,OGS,$4.35 B,$80.52,$0.25 B,$2.35 B,,3.6,Electronics,-4280093456798597290
100,https://companiesmarketcap.com/blackbaud/marketcap/,46.0,Blackbaud,BLKB,$3.26 B,$61.43,-$11.02 M,$1.03 B,,3.6,ITservices,6845817224175256592
101,https://companiesmarketcap.com/blackbaud/marketcap/,46.0,Blackbaud,BLKB,$3.26 B,$61.43,-$11.02 M,$1.03 B,,3.6,Professionalservices,8712968451453521438
102,https://companiesmarketcap.com/hibbett-sports/marketcap/,47.0,Hibbett Sports,HIBB,$0.92 B,$72.77,$0.14 B,$1.63 B,,3.6,ScientificTechnicalInstruments,-2149647711263352644
103,https://companiesmarketcap.com/hibbett-sports/marketcap/,47.0,Hibbett Sports,HIBB,$0.92 B,$72.77,$0.14 B,$1.63 B,,3.6,DiagnosticsandTesting,8004627630865990902
104,https://companiesmarketcap.com/hibbett-sports/marketcap/,47.0,Hibbett Sports,HIBB,$0.92 B,$72.77,$0.14 B,$1.63 B,,3.6,Biotech,-6437318974046106094
105,https://companiesmarketcap.com/atlas-technical-consultants/marketcap/,48.0,Atlas Technical Consultants,ATCX,$0.24 B,$6.42,$36.33 M,$0.59 B,,3.6,Airlines,-6287371891685245861
106,https://companiesmarketcap.com/atlas-technical-consultants/marketcap/,48.0,Atlas Technical Consultants,ATCX,$0.24 B,$6.42,$36.33 M,$0.59 B,,3.6,Travel,458727220244788973
107,https://companiesmarketcap.com/atlas-technical-consultants/marketcap/,48.0,Atlas Technical Consultants,ATCX,$0.24 B,$6.42,$36.33 M,$0.59 B,,3.6,Transportation,-2725400413481745490
108,https://companiesmarketcap.com/smart-global-holdings/marketcap/,50.0,SMART Global Holdings,SGH,$0.82 B,$16.68,$94.36 M,$1.81 B,,3.6,Professionalservices,8712968451453521438
109,https://companiesmarketcap.com/viavi-solutions/marketcap/,51.0,VIAVI Solutions,VIAV,$2.54 B,$11.24,$0.17 B,$1.27 B,,3.6,Semiconductors,590283686970277566
110,https://companiesmarketcap.com/viavi-solutions/marketcap/,51.0,VIAVI Solutions,VIAV,$2.54 B,$11.24,$0.17 B,$1.27 B,,3.6,Tech,5392941245537608590
111,https://companiesmarketcap.com/viavi-solutions/marketcap/,51.0,VIAVI Solutions,VIAV,$2.54 B,$11.24,$0.17 B,$1.27 B,,3.6,Dowjones,-3512652547975320346
112,https://companiesmarketcap.com/viavi-solutions/marketcap/,51.0,VIAVI Solutions,VIAV,$2.54 B,$11.24,$0.17 B,$1.27 B,,3.6,TechHardware,-5791872359498690370
113,https://companiesmarketcap.com/viavi-solutions/marketcap/,51.0,VIAVI Solutions,VIAV,$2.54 B,$11.24,$0.17 B,$1.27 B,,3.6,Manufacturing,2771886960464485094
114,https://companiesmarketcap.com/prosperity-bancshares/marketcap/,53.0,Prosperity Bancshares,PB,$6.84 B,$75.02,$0.65 B,$1.10 B,91.209.000,3.592,Hotels,-4147010109171616253
115,https://companiesmarketcap.com/prosperity-bancshares/marketcap/,53.0,Prosperity Bancshares,PB,$6.84 B,$75.02,$0.65 B,$1.10 B,91.209.000,3.592,Travel,458727220244788973
116,https://companiesmarketcap.com/audacy/marketcap/,54.0,Audacy,AUD,$45.4 M,$0.31,-$0.17 B,$1.25 B,,3.586,Telecommunication,-3862064693147789081
117,https://companiesmarketcap.com/audacy/marketcap/,54.0,Audacy,AUD,$45.4 M,$0.31,-$0.17 B,$1.25 B,,3.586,Dowjones,-3512652547975320346
118,https://companiesmarketcap.com/alpha-metallurgical-resources/marketcap/,55.0,Alpha Metallurgical Resources,AMR,$2.49 B,$156.72,$1.60 B,$4.10 B,,3.56,Aerospace,-4642465698626703435
119,https://companiesmarketcap.com/alpha-metallurgical-resources/marketcap/,55.0,Alpha Metallurgical Resources,AMR,$2.49 B,$156.72,$1.60 B,$4.10 B,,3.56,Defensecontractors,6178421995435006470
120,https://companiesmarketcap.com/alpha-metallurgical-resources/marketcap/,55.0,Alpha Metallurgical Resources,AMR,$2.49 B,$156.72,$1.60 B,$4.10 B,,3.56,Aircraftmanufacturers,6860744364479558239
121,https://companiesmarketcap.com/alpha-metallurgical-resources/marketcap/,55.0,Alpha Metallurgical Resources,AMR,$2.49 B,$156.72,$1.60 B,$4.10 B,,3.56,Manufacturing,2771886960464485094
122,https://companiesmarketcap.com/umb-financial/marketcap/,56.0,UMB Financial,UMBF,$4.19 B,$86.91,$0.50 B,$1.32 B,,3.529,Medicaldevices,-2500090628927350323
123,https://companiesmarketcap.com/paysafe/marketcap/,57.0,Paysafe,PSFE,$1.11 B,$18.33,-$1.7 B,$1.48 B,,3.5,Dowjones,-3512652547975320346
124,https://companiesmarketcap.com/paysafe/marketcap/,57.0,Paysafe,PSFE,$1.11 B,$18.33,-$1.7 B,$1.48 B,,3.5,Machinerymanufacturing,3479839022665256278
125,https://companiesmarketcap.com/paysafe/marketcap/,57.0,Paysafe,PSFE,$1.11 B,$18.33,-$1.7 B,$1.48 B,,3.5,Manufacturing,2771886960464485094
126,https://companiesmarketcap.com/cresco-labs/marketcap/,58.0,Cresco Labs,CRLBF,$0.59 B,$2.00,$0.10 B,$0.86 B,,3.5,Dowjones,-3512652547975320346
127,https://companiesmarketcap.com/cresco-labs/marketcap/,58.0,Cresco Labs,CRLBF,$0.59 B,$2.00,$0.10 B,$0.86 B,,3.5,Consumergoods,-4654293209815127527
128,https://companiesmarketcap.com/rga/marketcap/,59.0,Reinsurance Group of America,RGA,$9.75 B,$145.96,$0.61 B,$15.34 B,66.936.000,3.5,Realestate,5170806780538916196
129,https://companiesmarketcap.com/rga/marketcap/,59.0,Reinsurance Group of America,RGA,$9.75 B,$145.96,$0.61 B,$15.34 B,66.936.000,3.5,Investment,-3683647381629899485
130,https://companiesmarketcap.com/trinet/marketcap/,60.0,TriNet,TNET,$4.54 B,$74.88,$0.54 B,$4.89 B,,3.5,Defensecontractors,6178421995435006470
131,https://companiesmarketcap.com/the-childrens-place/marketcap/,61.0,The Children's Place,PLCE,$0.47 B,$38.92,$0.10 B,$1.76 B,,3.5,Retail,2932210656109287952
132,https://companiesmarketcap.com/evolent-health/marketcap/,62.0,Evolent Health,EVH,$3.20 B,$31.66,-$33.66 M,$1.21 B,,3.5,Retail,2932210656109287952
133,https://companiesmarketcap.com/evolent-health/marketcap/,62.0,Evolent Health,EVH,$3.20 B,$31.66,-$33.66 M,$1.21 B,,3.5,Clothing,-4012403625881737752
134,https://companiesmarketcap.com/conns/marketcap/,63.0,Conn's,CONN,$0.24 B,$10.12,-$10.08 M,$1.41 B,,3.5,Restaurantchains,-8690128616648987675
135,https://companiesmarketcap.com/conns/marketcap/,63.0,Conn's,CONN,$0.24 B,$10.12,-$10.08 M,$1.41 B,,3.5,Food,4721068128442604370
136,https://companiesmarketcap.com/trimas/marketcap/,64.0,TriMas,TRS,$1.27 B,$30.33,$91.07 M,$0.88 B,,3.5,Restaurantchains,-8690128616648987675
137,https://companiesmarketcap.com/trimas/marketcap/,64.0,TriMas,TRS,$1.27 B,$30.33,$91.07 M,$0.88 B,,3.5,Dowjones,-3512652547975320346
138,https://companiesmarketcap.com/trimas/marketcap/,64.0,TriMas,TRS,$1.27 B,$30.33,$91.07 M,$0.88 B,,3.5,Food,4721068128442604370
139,https://companiesmarketcap.com/cme-group/marketcap/,65.0,CME Group,CME,$63.17 B,$175.62,$3.62 B,$4.95 B,358.715.000,3.48,Automakers,-2133819116979903276
140,https://companiesmarketcap.com/cme-group/marketcap/,65.0,CME Group,CME,$63.17 B,$175.62,$3.62 B,$4.95 B,358.715.000,3.48,Tech,5392941245537608590
141,https://companiesmarketcap.com/cme-group/marketcap/,65.0,CME Group,CME,$63.17 B,$175.62,$3.62 B,$4.95 B,358.715.000,3.48,ElectricVehicles,7306870937902693610
142,https://companiesmarketcap.com/cme-group/marketcap/,65.0,CME Group,CME,$63.17 B,$175.62,$3.62 B,$4.95 B,358.715.000,3.48,Bitcoin,1757249085431543515
143,https://companiesmarketcap.com/cme-group/marketcap/,65.0,CME Group,CME,$63.17 B,$175.62,$3.62 B,$4.95 B,358.715.000,3.48,Manufacturing,2771886960464485094
144,https://companiesmarketcap.com/cme-group/marketcap/,65.0,CME Group,CME,$63.17 B,$175.62,$3.62 B,$4.95 B,358.715.000,3.48,EVcharging,-3989604651201971859
145,https://companiesmarketcap.com/cme-group/marketcap/,65.0,CME Group,CME,$63.17 B,$175.62,$3.62 B,$4.95 B,358.715.000,3.48,Autonomousdriving,-7674529030655768042
146,https://companiesmarketcap.com/schnitzer-steel/marketcap/,66.0,Schnitzer Steel,SCHN,$0.94 B,$34.39,$0.13 B,$3.28 B,,3.471,Dowjones,-3512652547975320346
147,https://companiesmarketcap.com/schnitzer-steel/marketcap/,66.0,Schnitzer Steel,SCHN,$0.94 B,$34.39,$0.13 B,$3.28 B,,3.471,Aerospace,-4642465698626703435
148,https://companiesmarketcap.com/schnitzer-steel/marketcap/,66.0,Schnitzer Steel,SCHN,$0.94 B,$34.39,$0.13 B,$3.28 B,,3.471,Defensecontractors,6178421995435006470
149,https://companiesmarketcap.com/utz-brands/marketcap/,67.0,Utz Brands,UTZ,$1.33 B,$16.53,-$39.91 M,$1.35 B,,3.469,Retail,2932210656109287952
150,https://companiesmarketcap.com/monster-beverage/marketcap/,68.0,Monster Beverage,MNST,$53.29 B,$102.08,$1.60 B,$6.22 B,526.797.000,3.458,Healthcare,1473658128705581606
151,https://companiesmarketcap.com/monster-beverage/marketcap/,68.0,Monster Beverage,MNST,$53.29 B,$102.08,$1.60 B,$6.22 B,526.797.000,3.458,Insurance,-2611088800210967206
152,https://companiesmarketcap.com/pbf-energy/marketcap/,70.0,PBF Energy,PBF,$5.54 B,$39.78,$2.81 B,$44.22 B,,3.418,Clothing,-4012403625881737752
